description,url,localisation,prix,agence,titre,infos
"reteil village (94000), jolie maison 165m2 sur jardin arbore sans vis a vis!beau 6 pieces de 165 m2 sur jardin arbore sans vis a vis avec une veranda a l'ancienne climatisee + cave. loi carrez 146m2aucun travaux a prevoir. rez-de-chaussee : salon / salle a manger - cheminee ouverte- cuisine americaine - veranda a l'ancienne climatisee - cave - wc 1er etage : 2 chambres - 1 salle de bain - 1 salle d'eau avec chaudiere a gaz - wc 2eme etage : 1 bureau - 1 grande chambre - 1 salle d'eau - wc. abri de jardin pour entreposer le bois pour la cheminee ouverte.possibilite de rentrer 2 voitures dans le jardin.a proximite des commerces, a 2 minutes de l'ecoles des buttes et des hopitaux henri mondor et intercommunal. quartier des buttes - ideal pour profiter a la fois de creteil village et des bords de marne, a 2 km du bois de vincennes, entre saint-maur des fosses et maisons-alfort, aux portes des autoroutes a86/a4/n19 bien desservi, a 8 mn du metro ligne 8 (maisons-alfort les juilliottes ou creteil l'echat (station du futur grand paris) a 10 mn du rer a (station saint-maur - creteil) a pieds,par passerelle du halage sur la marne. bus et autolib' a 3 minutes a pied. agences s'abstenir0142077477 ou 0624843201 jusque 21 heures",http://www.paruvendu.fr/immobilier/prestige/charmante-maison-a-creteil-village-5mn-henri-mondor/particulier/1203657024A1KIVHMN000,,725000,annonce de particulier - creteil (94000),vente maison 6 pieces 165 m2 environ a creteil (94000),"nombre de pieces : 6, surface : 165m, emission de gaz a effet de serre : 10 kgeq/m2.an, consommation energetique : 228 kwh/m2 an"
"maison 80 m2 + dependance 74m2inclus dans le tarif :23000 euros deja paye , 9 fenetres +2 portes+2 portes fenetres (la pose sera faite une fois que la maison sera vendue) type de fenetres : chene, vitrage anti-effraction, thermique et acoustique..autorisation de la mairie pour doubler la surface de la dependance en creant un etage...jardin 110 m2 avec arbre fruitiermaison a 5 minutes a pied du metro asnieres gennevilliersmetro : 10 minutes de paris avec ligne 13",http://www.paruvendu.fr/immobilier/vente/maison-154m2-gennevilliers-avec-terrain-110m2/particulier/1203659874A1KIVHMN000,,345000,annonce de particulier - paris (75018),vente maison 7 pieces 154 m2 environ a gennevilliers (92230),"nombre de pieces : 7, surface : 154m, jardin / terrain"
"fort potentiel pour cette maison dont le sous sol et les combles sont amenageables. elle dispose d'une entree, sejour, cuisine, 2 chbres, sde, wc, garage, sous sol total semi enterre, grenier, jardin ! double vitrage. reference mandat : 996.",http://www.paruvendu.fr/immobilier/vente/maison/argenteuil-95100/1203665850A1KIVHMN000,,250000,sarl roma,vente maison 3 pieces 50 m2 environ a argenteuil (95100),"nombre de pieces : 3, surface : 50m, parking / garage, jardin / terrain"
"chatillon limite clamart dans secteur pavillonnaire, prestations haut de gamme pour cette maison de 270 m2 environ associant confort contemporain et esthetique du debut du 20e siecle, et comprenant reception, triple sejour avec veranda, 4 chambres a l'etage, 1 suite parentale de 70 m2 environ, sous-sol total avec garage et espace de vie independant. reference mandat : 7717. honoraire a la charge de l'acquereur : non bien en copropriete : non #bien en copropriete : non procedure sur le syndicat des coproprietaires : nc",http://www.paruvendu.fr/immobilier/prestige/maison/chatillon-92320/1200211674A1KIVHMN000,,995000,a.s. immo,vente maison 8 pieces 270 m2 environ a chatillon (92320),"nombre de pieces : 8, surface : 270m, parking / garage, emission de gaz a effet de serre : 22 kgeq/m2.an, consommation energetique : 96 kwh/m2 an"
"ideal accession a la propriete ! maison de 83 m2 composee d'un sejour + cuisine de 31 m2, une salle de bains, 1 wc et un cellier. a l'etage, 3 chambres avec placards et un dressing. maison rt 2012 equipee de double vitrages, detecteurs de fumee et chauffage economique. terrain dans secteur calme et pavillonnaire prix indicatif hors assurances, hors garanties, hors peintures, hors options, hors raccordements, hors branchements et hors frais de notaire. terrain selectionne et vu pour vous sous reserve de disponibilite et au prix indique par notre partenaire foncier. visuels non contractuels. (voir details en agence).contacter mr rode au 06.59.59.23.04",http://www.paruvendu.fr/immobilier/vente/maison/champigny-sur-marne-94500/1203666122A1KIVHMN000,,254900,maisons pierre - corbeil,vente maison 5 pieces 83 m2 environ a champigny sur marne (94500),"nombre de pieces : 5, surface : 83m, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 261"
"secteur privilegie au calme proche foret pavillon individuel en parfait etat offrant entree placard, sejour double, cuisine equipee, wc, 3 chambres, dressing, salle de bains, wc, combles amenageables, garage, terrasse et jardin s/vis a vis surface terrain : 202.",http://www.paruvendu.fr/immobilier/vente/maison/acheres-78260/1203666989A1KIVHMN000,,365000,bourse de l'immobilier,vente maison 5 pieces 100 m2 environ a acheres (78260),"nombre de pieces : 5, surface : 100m, parking / garage, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 202, - parking, emission de gaz a effet de serre : 19 kgeq/m2.an, consommation energetique : 327 kwh/m2 an"
"maison de 97 m2, composee au rdc d'un sejour + cuisine ouverte de 43 m2, wc + cellier + garage integre. a l'etage, 3 chambres avec placards et une grande salle de bains + wc. maison rt 2012 equipee d'un systeme d'alarme et de telesurveillance, detecteurs de fumee et chauffage economique. sur un terrain de 405m2 propose au prix de 432 901 hors frais de notaire . pour tous renseignements merci d'appeler au 01 45 36 54 40 de 10h a 12h et de 14h a 19h. n'hesitez pas a laisser un message, reference a rappeler bagneux662c. ste. maisons pierre agence de bagneux mr. pedro godinho.",http://www.paruvendu.fr/immobilier/vente/maison/bievres-91570/1203666124A1KIVHMN000,,432901,maisons pierre - bagneux,vente maison 4 pieces 97 m2 environ a bievres (91570),"nombre de pieces : 4, surface : 97m, parking / garage, jardin / terrain, - nombre de chambre(s) : 3, - box"
"maison de 95 m2, composee d'un sejour + cuisine de 41 m2, wc + cellier + garage integre. a l'etage, 4 chambres et une grande salle de bains. maison 06.27.49.18.91.rt 2012 equipee d'un systeme d'alarme et de telesurveillance, detecteurs de fumee et chauffage economique. garanties et assurances obligatoires incluses (voir details en agence). prix indicatif hors peintures, hors options, hors raccordements, hors branchements et hors frais de notaire. terrain selectionne et vu pour vous sous reserve de disponibilite et au prix indique par notre partenaire foncier. visuels non contractuels.",http://www.paruvendu.fr/immobilier/vente/maison/argenteuil-95100/1201615523A1KIVHMN000,,288254,maisons pierre - coignieres 1,vente maison 6 pieces 95 m2 environ a argenteuil (95100),"nombre de pieces : 6, surface : 95m, parking / garage, jardin / terrain, - nombre de chambre(s) : 4, - box"
"maison de 95 m2, composee d'un sejour + cuisine de 41 m2, wc + cellier + garage integre. a l'etage, 4 chambres et une grande salle de bains. maison rt 2012 equipee d'un systeme d'alarme et de telesurveillance, detecteurs de fumee et chauffage economique. garanties et assurances obligatoires incluses (voir details en agence). prix indicatif hors peintures, hors options, hors raccordements, hors branchements et hors frais de notaire. terrain selectionne et vu pour vous sous reserve de disponibilite et au prix indique par notre partenaire foncier. visuels non contractuels.",http://www.paruvendu.fr/immobilier/vente/maison/argenteuil-95100/1201615530A1KIVHMN000,,288300,maisons pierre - coignieres 1,vente maison 6 pieces 95 m2 environ a argenteuil (95100),"nombre de pieces : 6, surface : 95m, parking / garage, jardin / terrain, - nombre de chambre(s) : 4, - box"
"maison de 105 m2, composee au rdc d'un grand espace sejour + cuisine de 46 m2, wc + cellier + garage integre. a l'etage, 4 chambres avec placards et une grande salle de bains + wc. maison rt 2012 equipee d'un systeme d'alarme et de telesurveillance, detecteurs de fumee et chauffage economique. garanties et assurances obligatoires incluses (voir details en agence). prix indicatif hors peintures, hors options, hors raccordements, hors branchements et hors frais de notaire. terrain selectionne et vu pour vous sous reserve de disponibilite et au prix indique par notre partenaire foncier. visuels non contractuels.",http://www.paruvendu.fr/immobilier/vente/maison/argenteuil-95100/1201615524A1KIVHMN000,,293900,maisons pierre - coignieres 1,vente maison 6 pieces 105 m2 environ a argenteuil (95100),"nombre de pieces : 6, surface : 105m, parking / garage, jardin / terrain, - nombre de chambre(s) : 4, - box"
"ideal accession a la propriete ! maison de ville de 83 m2 composee au rdc d'un espace sejour + cuisine de 31 m2, une grande salle de bains, 1 wc et un cellier. a l'etage, 3 chambres avec placards et un dressing. possibilite d'accoler un garage en option. maison rt 2012 equipee de double vitrages, detecteurs de fumee et chauffage economique. beau terrain de 220m2 situe au centre ville de sevran. ce terrain est situe a a peine 5 minutes a pied de la gare de sevran/livry. de plus il est a 3 minutes de toutes les commodites :pharmacie, boulangerie, ecoles, maternelle, primaire, college, lycee, vos enfants pourront effectuer toute leur scolarite a 2 pas de chez eux. un meilleur environnement ne saurai exister. garanties et assurances obligatoires incluses (voir details en agence). prix indicatif hors peintures, hors options, hors raccordements, hors branchements et hors frais de notaire. terrain selectionne et vu pour vous sous reserve de disponibilite et au prix indique par notre parte",http://www.paruvendu.fr/immobilier/vente/maison/sevran-93270/1202486575A1KIVHMN000,,210600,maisons pierre - aulnay 1,vente maison 5 pieces 83 m2 environ a sevran (93270),"nombre de pieces : 5, surface : 83m, parking / garage, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 220"
"dans un cadre privilegie et residentiel, idealement situe, proche rer et desservi par un reseau de transports en communs, avec jardin d'environ 450 m2 jolie maison pleine de charme offrant de beau volumes. contactez nelson au 0670640355. (photo non contractuelle - terrain propose par notre partenaire financier) disponible a partir du 22/10/2016. cette offre de maison comprend : le prix du terrain, le prix de la maison, les frais de notaire, les frais d'agence, les branchements (eau, edf, ptt, etc), les raccordements, autres frais. prix hors : frais d'hypotheque.",http://www.paruvendu.fr/immobilier/vente/maison/maison-a-neuilly-sur-marne-de-5-pieces/1205270469A1KIVHMN000,,385500,mtlf,vente maison 5 pieces 95 m2 environ a neuilly-sur-marne (93330),"nombre de pieces : 5, surface : 95m, jardin / terrain"
"a neuilly-sur-marne belle maison de 83,81 m2. la maison est composee sejour-salon, cuisine, cellier et 3 chambres, salle de bains, le tout sur un terrain de 450 m2 dans un environnement privilegie. contactez nelson au 0670640355. (photo non contractuelle - terrain propose par notre partenaire financier) disponible a partir du 22/10/2016. cette offre de maison comprend : le prix du terrain, le prix de la maison, les frais d'agence, les branchements (eau, edf, ptt, etc), les raccordements, autres frais. prix hors : frais de notaire, frais d'hypotheque.",http://www.paruvendu.fr/immobilier/vente/maison/pavillon-recent-de-3-chambres/1205270470A1KIVHMN000,,350700,mtlf,vente maison 4 pieces 84 m2 environ a neuilly-sur-marne (93330),"nombre de pieces : 4, surface : 84m, jardin / terrain"
"noisy le sec, pavillon p5 denviron 96 m2 situe dans un environnement strategique au niveau de la proximite avec toutes commodites. fonctionnel et optimise par sa disposition bien pensee, le rez-de-chaussee est compose dune cuisine design equipee et ouverte sur un double sejour/ salon (au total plus de 46 m2), degagement et wc. a letage, un palier ouvre sur 2 chambres et la salle de bains/wc. au 2eme etage, les combles ont ete amenagees en une tres grande chambre au volume important (2 velux) et a la luminosite surprenante, superbe espace de repos. sous-sol pour rangement, cellier... superficie total du terrain : 160 m2 reparti en une grande cour devant (possibilite de plusieurs stationnements) et en une jolie terrasse exposee plein ouest et sans vis-a-vis a larriere. un reve qui reste accessible avec du potentiel en plus ! reseau immobilier capifrance - votre agent commercial patricia jolly 06 99 19 47 81 - voir photos (ref.358788) sur www.capifrance.frnom du negociateur : jollypatricia statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/noisy-le-sec-93130/1200596767A1KIVHMN000,,300000,sas capi,vente maison 5 pieces 96 m2 environ a noisy le sec (93130),"nombre de pieces : 5, surface : 96m, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 160, - terrasse, - cave, emission de gaz a effet de serre : 32 kgeq/m2.an, consommation energetique : 322 kwh/m2 an"
"cette maison de 110 m2 habitables est situee au calme tout en etant proche des bus et a quelques minutes a pied des commerces et des ecoles. elle comprend un sejour double en exposition est, 3 chambres dont 1 parentale avec acces direct a un balcon, 2 autres chambres pour les enfants avec des mezzanines (qui pourront rester ou etres retirees). a l'etage se situe la salle de bains avec un wc en plus de celui du rdc. les combles sont amenagees et accessibles par un escalier. la cuisine est equipee et il y a la possibilite de faire une cuisine us car les murs sont non porteurs. la maison beneficie d'un jardin terrasse cloture de 37 m2 avec zone barbecue et d'un garage avec acces direct + zone de rangement. la maison est equipee de double vitrage, de volets electriques et est sous alarme. reseau immobilier capifrance - votre agent commercial laurent levy 06 18 45 73 85 - voir photos (ref.357031) sur www.capifrance.frnom du negociateur : levylaurent statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/bonneuil-sur-marne-94380/1200264541A1KIVHMN000,,340000,sas capi,vente maison 5 pieces 110 m2 environ a bonneuil sur marne (94380),"nombre de pieces : 5, surface : 110m, parking / garage, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 3, - terrasse, - box, emission de gaz a effet de serre : 72 kgeq/m2.an, consommation energetique : 307 kwh/m2 an"
"rueil malmaison - proche ecoles et commerces, maison recente d'environ 95 m2 sur un terrain de 223 m2 : cuisine amenagee, sejour double avec cheminee de plain pied sur terrasse et jardin, une suite parentale avec dressing et salle d'eau. a l'etage deux chambres dont une avec mezzanine, un wc, une salle de bain. sous sol partiel avec buanderie. garage. calme. le prix indique comprend les honoraires de negociation qui se montent a 3.17% ttc du prix affiche. dpe: 450, soit g, ges: 80, soit g. corinne barreau, agent commercial immatricule au rsac de nanterre sous le numero 53002170800017 - a la lucarne de l'immobilier - votre contact : corinne barreau - 06 10 35 64 82 - ref. 54418",http://www.paruvendu.fr/immobilier/prestige/maison/rueil-malmaison-92500/1203650363A1KIVHMN000,,650000,a la lucarne de l'immobilier,vente maison 5 pieces 95 m2 environ a rueil malmaison (92500),"nombre de pieces : 5, surface : 95m, parking / garage, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 223, - cave"
